
1.96267	0.679972	-1.42556	0.806466	0.446432	2.21357	0.00163555	
1.96422	0.679833	-1.42583	0.8059	0.444832	2.21589	0.00117917	
2.02762	0.319855	-1.0593	0.921438	0.662372	2.38248	0.00401512	
1.90088	0.403626	-1.06297	0.833726	0.628336	2.44652	0.00121631	
2.02002	0.0670707	-0.244802	0.07664	0.980909	2.42652	0.00516572	
2.03088	0.108474	-0.215412	0.0886062	0.964599	2.44679	0.000801582	
2.00994	0.636089	-1.84595	1.67309	1.45459	2.94727	0.00325287	
1.96256	0.667463	-1.83345	1.66299	1.43297	3.00877	0.000869778	
2.03128	0.0383512	-0.105764	0.1568	1.74119	2.90248	0.00157463	
2.03201	0.0401816	-0.104161	0.157962	1.74109	2.90203	0.00146353	
1.95808	0.51824	-0.907392	0.469142	1.52651	2.87436	0.00433271	
2.02771	0.497244	-0.897945	0.502742	1.53693	2.81454	0.00133495	
2.12782	0.620684	-1.10251	0.406126	1.8024	2.77314	0.00607564	
2.07316	0.678033	-1.06157	0.415463	1.7597	2.84767	0.00233476	
2.02339	1.29122	-1.99513	0.673601	1.47286	2.73354	0.00441378	
2.08456	1.24783	-1.99147	0.712699	1.48634	2.68548	0.00331061	
2.1318	0.611908	-0.190785	-0.88	1.08638	2.22969	0.00768401	
2.30248	0.430962	-0.154855	-0.643461	1.26707	2.28	0.00306094	
2.01742	0.436607	-0.560424	-0.0325531	1.17287	2.50997	0.00374574	
2.07674	0.413914	-0.537004	0.0203917	1.17508	2.49148	0.00146573	
1.88816	0.543442	-1.35862	0.986988	0.255164	2.19338	0.00186744	
1.88021	0.560382	-1.36877	0.958128	0.263952	2.19063	0.0014089	
2.19448	0.472621	-1.21628	0.848165	1.65362	2.7163	0.00835125	
2.0137	0.565506	-1.17407	0.819234	1.56956	2.89273	0.00116516	
2.09241	0.0208683	-0.40524	0.398254	1.26648	2.59045	0.00730662	
1.98938	0.109299	-0.366239	0.377008	1.21525	2.69012	0.000797944	
1.81429	0.526113	-1.5185	1.47461	0.789573	2.80922	0.00397418	
1.84909	0.495643	-1.54093	1.47088	0.812902	2.75815	0.00141296	
1.99254	0.012928	-0.64425	1.00013	0.959982	2.66406	0.00548626	
1.87538	0.0669654	-0.657285	0.934201	0.949248	2.76431	0.00169144	
1.88994	0.963265	-1.74874	0.878628	0.70871	2.46443	0.00282775	
1.98166	0.878785	-1.73824	0.958677	0.723732	2.40855	0.000950481	
2.15361	0.880096	-1.7343	1.21159	1.63625	2.82227	0.00916955	
2.01674	0.863337	-1.76265	1.16432	1.5938	2.92695	0.00154607	
2.18032	0.764962	-0.691162	-0.416041	1.33032	2.39349	0.00416376	
2.22626	0.722363	-0.681652	-0.366501	1.35072	2.38354	0.00347526	
2.11948	0.387065	-0.0416647	-0.75223	1.96246	2.718	0.00660143	
2.15482	0.41474	-0.0101385	-0.724165	1.95711	2.71864	0.0036475	
2.05065	0.210136	-0.00485655	-0.246464	0.823839	2.3409	0.00767853	
2.07618	0.121259	-0.0383483	-0.216782	0.88121	2.30691	0.00109685	
1.93742	1.11994	-1.6036	0.399133	1.32408	2.70759	0.00675358	
2.08925	1.03618	-1.59428	0.484242	1.36188	2.59863	0.00290599	
2.14197	0.395752	-0.876022	0.486806	0.922597	2.36787	0.00341855	
2.03437	0.449848	-0.869558	0.433466	0.859394	2.40316	0.000889804	
2.19205	0.277576	-0.126883	-0.334746	1.27803	2.42117	0.00290611	
2.13992	0.27191	-0.13099	-0.347612	1.2484	2.4359	0.00178859	
2.02353	0.015718	-0.176328	0.336798	1.68238	2.91722	0.00110686	
2.02102	0.0152859	-0.176889	0.336059	1.68196	2.91841	0.00102199	
1.80905	0.15756	-0.894441	0.868793	0.674257	2.55221	0.00880814	
1.83835	0.220659	-0.851622	0.888129	0.660637	2.56915	0.00159874	
1.94453	0.0983218	-0.662983	0.870648	0.227588	2.22336	0.00885141	
1.87541	0.271245	-0.76525	0.577552	0.308533	2.17837	0.0014433	
2.16481	1.88089	-1.97903	-0.316462	1.56504	2.49985	0.0114853	
2.29823	1.72256	-2.00453	-0.221651	1.66114	2.42056	0.00693153	
1.90594	0.550798	-1.24484	0.875103	0.355935	2.26163	0.00418116	
1.89294	0.529276	-1.26255	0.865248	0.369081	2.24794	0.00109789	
2.16944	0.0954392	-0.545243	0.641635	1.99419	2.90763	0.00766348	
2.03295	0.166465	-0.510906	0.623733	1.92796	3.06139	0.00155998	
2.06586	0.252882	-0.239389	0.105275	0.515966	2.22529	0.011738	
2.03684	0.157703	-0.301469	0.0922741	0.576174	2.18688	0.00154295	
1.94403	0.595099	-1.768	1.515	0.790978	2.61132	0.00414623	
1.86552	0.652821	-1.75619	1.48238	0.773031	2.69151	0.00106349	
1.92029	0.562492	-1.71834	1.44136	0.60866	2.47715	0.00610829	
1.83236	0.644871	-1.70497	1.38916	0.586767	2.57337	0.0012808	
2.10964	0.769566	-1.11528	0.480317	1.53658	2.73787	0.00623177	
2.06326	0.717745	-1.15539	0.453045	1.5358	2.74413	0.0021066	
2.08965	0.126425	-0.793641	0.881401	0.467135	2.24121	0.00491666	
1.97711	0.327917	-0.853043	0.600882	0.405184	2.18552	0.00123118	
1.96265	0.710972	-1.92316	1.75622	1.31761	2.98324	0.00405953	
1.94373	0.700146	-1.93375	1.74791	1.32092	2.98291	0.000787516	
1.82432	0.198916	-0.561595	0.396422	0.781488	2.53807	0.00553312	
1.90842	0.208044	-0.540171	0.431731	0.790348	2.49976	0.00102793	
2.05059	0.119119	-0.170083	0.012672	1.16864	2.53763	0.00124142	
2.04987	0.119539	-0.16971	0.0129883	1.16898	2.53698	0.00121625	
2.02193	0.309567	-0.989473	0.982262	1.60205	2.93963	0.0022891	
1.99517	0.329412	-0.979384	0.979453	1.58851	2.97165	0.000973759	
1.94445	0.0615183	-0.32016	0.263862	0.801841	2.42634	0.00314117	
1.95441	0.0868899	-0.303039	0.270352	0.792672	2.43856	0.00076784	
2.03929	0.758005	-1.60405	0.877258	0.565874	2.23935	0.00285291	
2.02194	0.782056	-1.58728	0.875014	0.541768	2.25094	0.000668662	
2.11204	0.492881	-0.624062	0.19457	1.39905	2.6492	0.00592926	
2.05626	0.451686	-0.655624	0.171146	1.39454	2.65595	0.00156944	
1.9609	0.49696	-1.10854	0.679005	0.358269	2.15709	0.00123003	
1.96065	0.496793	-1.10862	0.679064	0.358597	2.15674	0.00125929	
2.05455	0.739304	-1.45268	0.801733	1.24183	2.63276	0.00313161	
2.00779	0.756895	-1.44046	0.797874	1.2148	2.67596	0.00127014	
1.99856	0.569509	-0.404541	-0.542004	1.16095	2.3968	0.00862978	
2.19724	0.465209	-0.36081	-0.375466	1.23354	2.36439	0.00250628	
1.86421	0.349714	-1.23466	1.2435	0.719331	2.6416	0.00221939	
1.83821	0.371446	-1.23942	1.22056	0.722467	2.66879	0.00155382	
1.96837	0.280834	-0.388389	0.308754	1.37889	2.84004	0.00609913	
1.99146	0.216504	-0.424849	0.305949	1.40524	2.77922	0.000887963	
2.12038	0.897597	-1.43364	0.416448	1.9248	2.8199	0.00599514	
2.10764	0.938978	-1.39875	0.433881	1.90097	2.85664	0.00326735	
2.07712	0.887233	-1.0287	0.164836	1.2909	2.59936	0.00835573	
2.10161	0.772803	-1.07659	0.178097	1.32198	2.54277	0.00254373	
1.85281	0.192085	-0.548926	0.55673	0.519998	2.42081	0.00536518	
1.84473	0.159881	-0.57502	0.54473	0.539944	2.3993	0.00141391	
2.15658	1.1665	-1.55132	0.222396	1.9373	2.77566	0.00432393	
2.15462	1.16461	-1.55222	0.222145	1.93697	2.77579	0.00429562	
2.12586	0.89776	-1.03811	-0.0239928	1.93522	2.79716	0.00404914	
2.12958	0.887204	-1.04181	-0.0221602	1.93647	2.79201	0.00387781	
2.00433	0.860281	-1.97411	1.31069	0.313503	2.1876	0.00184533	
1.97273	0.908788	-1.98845	1.23723	0.295117	2.16896	0.00087627	
1.99302	0.0341856	-0.80337	1.21763	1.4128	2.93398	0.00366471	
1.94322	0.0812496	-0.794584	1.19363	1.39757	3.00224	0.00167421	
2.01309	0.0860211	-1.09596	1.45283	0.920992	2.65745	0.00775118	
1.84826	0.194205	-1.08901	1.37159	0.8914	2.8324	0.00213478	
2.09614	0.976335	-1.67627	1.00398	1.15912	2.64694	0.00975454	
